2021-02-25 21:27:09.632914,4013195264,3636080640,9.4,219557888,3253084160,221474816,463130624,51052544,489500672,18288640,50073600
2021-02-25 21:27:59.415869,4013195264,3630387200,9.5,224653312,3112796160,244965376,578482176,52150272,623595520,18341888,51412992
2021-02-25 21:28:02.420398,4013195264,3627823104,9.6,227217408,3110232064,244965376,578625536,52150272,623595520,18341888,51412992
2021-02-25 21:28:05.425682,4013195264,3627823104,9.6,227217408,3110232064,244965376,578625536,52150272,623595520,18341888,51412992
2021-02-25 21:28:08.429668,4013195264,3627831296,9.6,227209216,3110232064,244973568,578625536,52158464,623595520,18341888,51412992
2021-02-25 21:28:11.434391,4013195264,3627831296,9.6,227209216,3110232064,244973568,578625536,52158464,623595520,18341888,51412992
2021-02-25 21:28:14.439661,4013195264,3626663936,9.6,228376576,3109064704,244973568,578707456,52158464,623595520,18341888,51429376
2021-02-25 21:28:17.444815,4013195264,3607494656,10.1,247541760,3089887232,248696832,595861504,52166656,623599616,18341888,51630080
2021-02-25 21:28:20.449415,4013195264,3526696960,12.1,328318976,3009085440,276127744,647745536,52166656,623624192,18362368,51642368
2021-02-25 21:28:23.454863,4013195264,3526324224,12.1,328683520,3008712704,276127744,647835648,52174848,623624192,18362368,51646464
2021-02-25 21:28:26.459996,4013195264,3606228992,10.1,248799232,3088601088,333103104,512372736,52174848,623620096,18341888,51654656
2021-02-25 21:28:29.464288,4013195264,3524911104,12.2,330096640,3007283200,333246464,592850944,52183040,623632384,18362368,51716096
2021-02-25 21:28:32.469692,4013195264,3528015872,12.1,326991872,3010371584,333258752,588713984,52187136,623644672,18362368,51720192
2021-02-25 21:28:35.474556,4013195264,3627749376,9.6,227266560,3110109184,337600512,484249600,52199424,623620096,18341888,51552256
2021-02-25 21:28:38.479696,4013195264,3630678016,9.5,224350208,3113025536,337612800,481255424,52199424,623620096,18341888,51552256
2021-02-25 21:28:41.483808,4013195264,3630809088,9.5,224219136,3113156608,337612800,481251328,52199424,623620096,18341888,51568640
2021-02-25 21:28:44.488173,4013195264,3629940736,9.5,225079296,3112288256,337612800,482197504,52207616,623620096,18341888,51568640
2021-02-25 21:28:47.493722,4013195264,3629948928,9.5,225079296,3112288256,337620992,482193408,52207616,623620096,18341888,51568640
2021-02-25 21:28:50.498577,4013195264,3629948928,9.5,225079296,3112288256,337620992,482197504,52207616,623620096,18341888,51568640
2021-02-25 21:28:53.503905,4013195264,3630862336,9.5,224165888,3113193472,337629184,481292288,52215808,623620096,18341888,51572736
2021-02-25 21:28:56.509234,4013195264,3630862336,9.5,224165888,3113193472,337629184,481292288,52215808,623620096,18341888,51572736
2021-02-25 21:28:59.514516,4013195264,3630989312,9.5,224038912,3113320448,337629184,481292288,52215808,623620096,18341888,51572736
2021-02-25 21:29:02.519976,4013195264,3630989312,9.5,224038912,3113320448,337629184,481296384,52224000,623611904,18341888,51572736
2021-02-25 21:35:14.506878,4013195264,3668811776,8.6,186208256,3150905344,338067456,446701568,52310016,623771648,18341888,51527680
2021-02-25 21:35:17.511736,4013195264,3668803584,8.6,186216448,3150897152,338071552,446889984,52310016,623771648,18341888,51527680
2021-02-25 21:37:46.359230,4013195264,3638161408,9.3,216592384,3114504192,348786688,470278144,52649984,629448704,18337792,52256768
2021-02-25 21:37:49.364946,4013195264,3638005760,9.3,216748032,3114348544,348794880,470441984,52649984,629448704,18337792,52236288
2021-02-25 21:37:52.371007,4013195264,3631333376,9.5,223227904,3107667968,350490624,474918912,52662272,629637120,18534400,52158464
2021-02-25 21:37:55.375782,4013195264,3632111616,9.5,222449664,3108446208,350490624,473116672,52666368,629633024,18534400,52158464
2021-02-25 21:37:58.381502,4013195264,3632365568,9.5,222162944,3108683776,350498816,473272320,52666368,629682176,18534400,52174848
2021-02-25 21:38:01.392302,4013195264,3632132096,9.5,222404608,3108425728,350498816,472911872,52682752,629682176,18534400,52174848
2021-02-25 21:38:04.398676,4013195264,3631886336,9.5,222650368,3108167680,350523392,472924160,52690944,629686272,18534400,52174848
2021-02-25 21:38:07.404478,4013195264,3631902720,9.5,222650368,3108167680,350539776,472928256,52690944,629686272,18534400,52174848
2021-02-25 21:38:10.410706,4013195264,3631808512,9.5,222732288,3108073472,350539776,472829952,52699136,629690368,18534400,52142080
2021-02-25 21:38:13.416261,4013195264,3610963968,10.0,243585024,3087212544,352833536,494288896,52699136,629698560,18538496,52133888
